birthday,name,profile_url
January 16,Kyoutoku Jirou,character.php?id=91043
January 16,Anko Ootori,character.php?id=97991
January 17,Setsuna Sakurazaki,character.php?id=13474
January 17,Masaki Kahara,character.php?id=22883
January 17,Suzuri Akemine,character.php?id=75121
January 17,Kazuo Tengan,character.php?id=77933
January 17,Hanayo Koizumi,character.php?id=56653
January 17,Momiji Mochizuki,character.php?id=81983
January 17,Akira Seo,character.php?id=46265
January 17,Kozue Izumi,character.php?id=19063
January 17,Seiji Ogata,character.php?id=79756
January 17,Capone Bege,character.php?id=47898
January 17,Gamlin Kizaki,character.php?id=51550
January 17,Kay,character.php?id=47402
January 17,Kou,character.php?id=81926
January 17,Saji Genpou / Shishi Ouin,character.php?id=16290
January 17,Rinna Sawaki,character.php?id=1205
January 17,Mitsuru Sanke,character.php?id=60134
January 17,Riki Naoe,character.php?id=14251
January 17,Nazuna,character.php?id=67251
January 17,Nina Stratoski,character.php?id=17789
January 17,Senbei Norimaki,character.php?id=51009
January 17,Flora,character.php?id=37634
January 17,Richelieu,character.php?id=82871
January 17,Amaru Ryudo,character.php?id=33571
January 17,Tsuzuku Ryudo,character.php?id=33569
January 17,Hajime Ryudo,character.php?id=33568
January 17,Lacie Baskerville,character.php?id=57938
January 17,Shiori Takanashi,character.php?id=84666
January 17,Virgilio Louis,character.php?id=82163
January 17,Danuki Inugamigyoubu,character.php?id=42897
January 17,Daina Kurogami,character.php?id=77075
January 17,Lidelle,character.php?id=79846
January 17,Chitose Odu,character.php?id=3511
January 17,Shiina Kashiwaba,character.php?id=93195
January 17,Yuki Shiozaki,character.php?id=97951
January 17,Shizuki Ichijou,character.php?id=98069
January 17,Mizuki Ichijou,character.php?id=98070
January 17,Richelieu,character.php?id=93161
January 18,Kouko Ibuki,character.php?id=53
January 18,Shiho Kitazawa,character.php?id=75373
January 18,Rouga Aragami,character.php?id=66663
January 18,Erenfried,character.php?id=10420
January 18,Asuha Kusunoki,character.php?id=79650
January 18,Koremitsu Keikain,character.php?id=42895
January 18,Hisato Sasamori,character.php?id=74154
January 18,Splash ,character.php?id=49559
January 18,Splatter ,character.php?id=49560
January 18,Senna Touno,character.php?id=17176
January 18,Airi Ban,character.php?id=51848
January 18,Hannes,character.php?id=61093
January 18,Prussia,character.php?id=23221
January 18,Mana Mizuki,character.php?id=28866
January 18,My Melody,character.php?id=30590
January 18,I-400,character.php?id=84489
January 18,Hinata Mikan,character.php?id=58699
January 18,Misora Mutsuki,character.php?id=3063
January 18,Miku Hagane,character.php?id=55480
January 18,Jun Satou,character.php?id=21350
January 18,Konatsu Nagakura,character.php?id=98935
January 18,Dabi,character.php?id=82800
January 19,Shin Kanzato,character.php?id=8674
January 19,Will A. Zeppeli,character.php?id=73373
January 19,Kanji Tatsumi,character.php?id=19660
January 19,Edgar Allan Poe,character.php?id=79179
January 19,Chizuru Ooshima,character.php?id=51881
January 19,Gaara,character.php?id=11043
January 19,Katsuragi,character.php?id=82860
January 19,Chihiro Komiya,character.php?id=76282
January 19,Coyote Starrk,character.php?id=18098
January 19,Tamao Konno,character.php?id=41136
January 19,Jack Vessalius,character.php?id=44392
January 19,Spandine,character.php?id=12444
January 19,Urara Tachibana,character.php?id=44834
January 19,Airi Hayashida,character.php?id=64956
January 19,Aoi Matsubara,character.php?id=16856
January 19,Aki Muroto,character.php?id=62943
January 19,Mary Cochran,character.php?id=80850
January 19,Lilynette Gingerback,character.php?id=19886
January 19,Gagoze,character.php?id=26340
January 19,Ran Hodaka,character.php?id=27157
January 19,Gaara,character.php?id=84762
January 19,Lydia Carlton,character.php?id=14726
January 19,Yoshino Harusawa,character.php?id=39232
January 19,Sumire Yusura,character.php?id=5029
January 19,Chiyoko Hinohara,character.php?id=98196
January 19,Kazane Hitohira,character.php?id=98372
January 20,Ayano Sugiura,character.php?id=26358
January 20,Maeka Kudanshita,character.php?id=40833
January 20,Kousuke Narumi,character.php?id=20957
January 20,Mae Etona,character.php?id=20956
January 20,Yuu Ayasaki,character.php?id=74459
January 20,Izuho Makinosono,character.php?id=30004
January 20,Shiho Arisawa,character.php?id=41000
January 20,Minamo Ibuki,character.php?id=24690
January 20,Ayano Sato,character.php?id=12998
January 20,Dian,character.php?id=37658
January 20,Kouta Nakatsuta,character.php?id=36852
January 20,Byakuren,character.php?id=84305
January 20,Moritz Zabel Frantz,character.php?id=4205
January 20,Mimari Matsumoto,character.php?id=84689
January 20,Ena Tsubakiyama,character.php?id=30283
January 20,Imoko Ono,character.php?id=67294
January 20,Ciel,character.php?id=79743
January 20,Ciel (Demonio),character.php?id=82824
January 20,Ciel (Dreadlord),character.php?id=82820
January 20,Ciel (Royal Guard),character.php?id=82821
January 20,Hiyori Tono,character.php?id=91058
January 20,Mitsu Kandori,character.php?id=18584
January 20,Misato Jinguu,character.php?id=99140
January 20,Jecht,character.php?id=26418
January 21,Fluorite Alvega,character.php?id=54735
January 21,Susumu Miyanomori,character.php?id=57483
January 21,Tamaki Konomiya,character.php?id=884
January 21,Takane Shijou,character.php?id=33802
January 21,Mutsuki Uehara,character.php?id=12505
January 21,Gareth,character.php?id=76012
January 21,Beniyuki Toumi,character.php?id=76422
January 21,Kogorou Akechi,character.php?id=8240
January 21,Ian Vashti,character.php?id=64934
January 21,Haine Otomiya,character.php?id=44639
January 21,Geese Howard,character.php?id=29277
January 21,Meguri Shiromeguri,character.php?id=66873
January 21,Shinpei Takemitsu,character.php?id=59894
January 21,Shito Tachibana,character.php?id=12845
January 21,Miyako Toudaiji,character.php?id=60137
January 21,Urumiya / Hagasu,character.php?id=47058
January 21,Kumiko Matsuyama,character.php?id=81298
January 21,Sakura Igawa,character.php?id=16078
January 21,Asmodian Igawa Sakura,character.php?id=88525
January 21,Hina Takao,character.php?id=70064
January 21,Orie Chikuhou,character.php?id=15959
January 21,Kirinji Tachibana,character.php?id=22657
January 21,Sawako Iwai,character.php?id=93361
January 21,Maiko Kunieda,character.php?id=94635
January 22,Orion,character.php?id=78542
January 22,Minami Katayama,character.php?id=64957
January 22,Claudio Neero,character.php?id=33504
January 22,Lilie Shirogane,character.php?id=77709
January 22,Houshou Takigawa,character.php?id=32431
January 22,Tokiharu Hanabusa,character.php?id=84152
January 22,Malcolm C. Lvellie,character.php?id=36344
January 22,Mii-chan,character.php?id=63531
January 22,Merry,character.php?id=47724
January 22,Tiana Havel Netherlands,character.php?id=88608
January 22,Yumina Takanashi,character.php?id=6431
January 22,Sora Kitagawa,character.php?id=32594
January 22,Yuuhi,character.php?id=14391
January 22,Yumina Takanashi,character.php?id=99086
January 22,Uruha Rushia,character.php?id=100651
January 23,'Satsuki Clarissa Maezono ''Clair''',character.php?id=119
January 23,Satsuki Kouda,character.php?id=1144
January 23,Kazuhiko Yukimi,character.php?id=24408
January 23,Youko Kasai,character.php?id=71659
January 23,Hibiki Renjou,character.php?id=71663
January 23,Hyouga,character.php?id=10434
January 23,Gonta Gokuhara,character.php?id=79474
January 23,Camus,character.php?id=61017
January 23,Kikyou Kushida,character.php?id=82418
January 23,Hifumi Takimoto,character.php?id=77454
January 23,Alice Nakiri,character.php?id=74639
January 23,Alan Crawford,character.php?id=83783
January 23,Leo Crawford,character.php?id=83784
January 23,Mikoto Asuka,character.php?id=71223
January 23,Shino Aburame,character.php?id=10909
January 23,Sakuno Uryuu,character.php?id=32106
January 23,Calm Craftman,character.php?id=68232
January 23,Takeshi Shiroyama,character.php?id=52469
January 23,Sebastiano Vieira,character.php?id=24421
January 23,Ruka Tsuchiya,character.php?id=24708
January 23,Nobuo Terashima,character.php?id=22298
January 23,Tooru Nayuki,character.php?id=73433
January 23,Kouichi Hayase,character.php?id=66054
January 23,Nami Hito,character.php?id=7927
January 23,Akane Fujisaki,character.php?id=59891
January 23,Senri Misono,character.php?id=46255
January 23,Miharu Sena Kanaka,character.php?id=13339
January 23,Walker Yumasaki,character.php?id=28774
January 23,Yuina Wakura,character.php?id=25276
January 23,Bonne Jenet,character.php?id=29347
January 23,The Skull,character.php?id=79165
January 23,Shino Aburame,character.php?id=82439
January 23,Midgard,character.php?id=62152
January 23,Sakuno Uryuu,character.php?id=16129
January 23,Miko Sawatari,character.php?id=15949
January 23,Rosette Christopher,character.php?id=12423
January 23,Runa Tomose,character.php?id=98056
January 24,Kureo Mado,character.php?id=68223
January 24,Kuonji Kazuha,character.php?id=78052
January 24,Natsumi Koshigaya,character.php?id=64051
January 24,Tetsuro Ishigaki,character.php?id=36817
January 24,Yukari Kamishiro,character.php?id=74
January 24,Queen,character.php?id=55094
January 24,Nibi,character.php?id=84049
January 24,Nobisuke Nobi,character.php?id=36294
January 24,Ayano Elizabeth Hakuhouin,character.php?id=65612
January 24,Hatsukaze,character.php?id=70996
January 24,Francoise Arnoul,character.php?id=49952
January 24,Kyouichi Horaiji,character.php?id=10687
January 24,Motoharu Masaki,character.php?id=41089
January 24,Nagisa Motomiya,character.php?id=43677
January 24,Mai Momoi,character.php?id=8728
January 24,Ai Momoi,character.php?id=8721
January 24,Inoichi Yamanaka,character.php?id=48007
January 24,Miyako Utsuki,character.php?id=23640
January 24,Ririka Shijouin,character.php?id=97703
January 24,Elu,character.php?id=101864
January 25,Kiryuu Takayuki,character.php?id=32745
January 25,Cui Yifei,character.php?id=66734
January 25,Holon,character.php?id=11107
January 25,Mayuri Azumi,character.php?id=73960
January 25,Mizuha Kisaragi,character.php?id=76977
January 25,Mikado Sekimura,character.php?id=77149
January 25,Dr. Isaac Gilmore,character.php?id=49958
January 25,Mamiko Oumae,character.php?id=72390
January 25,Minoru Kokubunji,character.php?id=8773
January 25,Nariyuki Koshimizu,character.php?id=69791
January 25,Matsuri Sakuragi,character.php?id=9737
January 25,Hikaru Sakuraba,character.php?id=74227
January 25,Joey Wheeler,character.php?id=13879
January 25,Giolla,character.php?id=49116
January 25,Natsuki Someya,character.php?id=77422
January 25,Akito Takagi,character.php?id=22717
January 25,Minato Namikaze,character.php?id=13869
January 25,Rui Habashira,character.php?id=59229
January 25,Seishirou Hiiragi,character.php?id=73312
January 25,Juan Diaz,character.php?id=81215
January 25,Primula,character.php?id=6548
January 25,Shingo Midou,character.php?id=44882
January 25,Akeno Yukimura,character.php?id=51417
January 25,Fuyumi Katsuragi,character.php?id=43585
January 25,Takamura Shiki,character.php?id=90895
January 25,Kyousuke Tamamo,character.php?id=39154
January 25,Holmes Jr.,character.php?id=57200
January 25,Kinjiro Sakamachi,character.php?id=23281
January 25,Kurushima Rei,character.php?id=93020
January 26,Yumoto Hakone,character.php?id=70391
January 26,Homura Ootomo,character.php?id=33447
January 26,Kuro Kiryu,character.php?id=81994
January 26,Grisha Yeager,character.php?id=61090
January 26,Yuzuyu Sakashita,character.php?id=41676
January 26,Nero,character.php?id=12440
January 26,Yuu Fujikura,character.php?id=9692
January 26,Yuu Shinomiya,character.php?id=27169
January 26,Aldrich,character.php?id=78987
January 26,Kinu Furusato,character.php?id=91949
January 26,Gilbert,character.php?id=96735
January 26,Kohaku Mito,character.php?id=99080
January 27,Minako Narusawa,character.php?id=22566
January 27,Pierre Tempete de Neige,character.php?id=52905
January 27,Miku Morisaki,character.php?id=2882
January 27,Alistea Valemberry Kezouji,character.php?id=74503
January 27,Serika Yagami,character.php?id=74653
January 27,Mizuki Makabe,character.php?id=75369
January 27,Haruka Tenoh,character.php?id=31655
January 27,Sailor Uranus,character.php?id=12378
January 27,Isaac,character.php?id=67260
January 27,Erika Campbell,character.php?id=13249
January 27,Ryouko Shinonome,character.php?id=79125
January 27,Urie Sogami,character.php?id=74767
January 27,Myu,character.php?id=62348
January 27,Sousuke Nanami,character.php?id=67151
January 27,Takahiro Hanamaki,character.php?id=75182
January 27,Vega ,character.php?id=19616
January 27,Hyuuga,character.php?id=70448
January 27,Fumio Mashiro ,character.php?id=44620
January 27,Ruriko Yuzuki,character.php?id=31014
January 27,Lola,character.php?id=48047
January 27,Loly Aivirrne,character.php?id=19890
January 27,IA,character.php?id=35261
January 27,Dudley,character.php?id=77498
January 27,Mio Kisaragi,character.php?id=27048
January 27,Touko Yoshii,character.php?id=59660
January 27,Aoi Yamada,character.php?id=21333
January 27,Ginba Orochi,character.php?id=77835
January 27,Mutsumi Sendou,character.php?id=48717
January 27,Hyuuga,character.php?id=89899
January 28,Kaoru Asahina,character.php?id=43028
January 28,Ryuuichirou Isaka ,character.php?id=43030
January 28,Uruki / Rimudo Roun,character.php?id=47052
January 28,Gran Torino,character.php?id=82779
January 28,Tatsuhiro Satou,character.php?id=31511
January 28,Ayumi Sanda,character.php?id=69986
January 28,Sergei Smirnov,character.php?id=64970
January 28,Sari Tokiwa,character.php?id=68713
January 28,Naki,character.php?id=73048
January 28,Taro Hanaukyo,character.php?id=14981
January 28,Shizuo Heiwajima,character.php?id=21497
January 28,Tomoya Matsunaga,character.php?id=75397
January 28,Kou Mukami,character.php?id=66183
January 28,Yaone,character.php?id=20276
January 28,Jiang Lihua,character.php?id=24740
January 28,Jiang Lihua (Young),character.php?id=69139
January 28,Tweedle Dum,character.php?id=69179
January 28,Isaka Ryuuichirou,character.php?id=55578
January 28,Mei Irizaki,character.php?id=76761
January 28,Shizune Takatsuki,character.php?id=37378
January 28,Yusuke Kitagawa,character.php?id=79603
January 28,Mutsuki Shiranui,character.php?id=94505
January 28,Kanzaburou Sayama,character.php?id=97845
January 28,Tanta Katakuri,character.php?id=98089
January 28,Fukase,character.php?id=47529
January 29,Mai Kawasumi,character.php?id=110
January 29,Anzu Yukimura,character.php?id=291
January 29,Kanato Hibiki,character.php?id=52184
January 29,Akira,character.php?id=44625
January 29,Etorofu,character.php?id=82740
January 29,Carla Yeager,character.php?id=61091
January 29,Ayase Kishimoto,character.php?id=10713
January 29,Sachiyo Satou,character.php?id=25819
