id,birthday,name,profile_url,anime_title
554,January 14,Tarou Kagiyama,character.php?id=75133,
555,January 14,Rukia Kuchiki,character.php?id=2362,
556,January 14,Siegfried Kircheis,character.php?id=17076,
557,January 14,Ginka Shirokane,character.php?id=63300,
558,January 14,Sweet Pea,character.php?id=48236,
559,January 14,Shinako Suganuma,character.php?id=42907,
560,January 14,Mana Tsukuyomi,character.php?id=3498,
561,January 14,Aya Toujou,character.php?id=17187,
562,January 14,Ayumu Tojo,character.php?id=21181,
563,January 14,Sanae Nakajima,character.php?id=10168,
564,January 14,Snoozer,character.php?id=54986,
565,January 14,Kouji Mihama,character.php?id=72710,
566,January 14,Sakuno Ryuzaki,character.php?id=26879,
567,January 14,Kairi,character.php?id=77618,
568,January 14,Heart Aino,character.php?id=13235,
569,January 14,Mael,character.php?id=99289,
570,January 14,Ayaka Asahina,character.php?id=90625,
571,January 14,Raymond Bishop,character.php?id=64617,
572,January 14,Maako Asagiri,character.php?id=15035,
573,January 14,Kohane Koishikawa,character.php?id=39390,
574,January 14,Kayo Inatani,character.php?id=15940,
575,January 14,Anna,character.php?id=29549,
576,January 14,Kanade Matsuoka,character.php?id=29844,
577,January 14,Hermina,character.php?id=29618,
578,January 14,Hermina,character.php?id=29770,
579,January 14,Takashi Tono,character.php?id=91294,
580,January 14,Yuuka Yanagawa,character.php?id=92711,
581,January 14,Junko Kanno,character.php?id=97548,
582,January 15,Mio Akiyama,character.php?id=17059,
583,January 15,Akari Usada,character.php?id=33474,
584,January 15,Ikuya Daidouji,character.php?id=135,
585,January 15,Rui Saiga,character.php?id=50013,
586,January 15,Seiya,character.php?id=50012,
587,January 15,Ikuo Nanasaki,character.php?id=78667,
588,January 15,A.O,character.php?id=48066,
589,January 15,Aoi Saitou,character.php?id=72389,
590,January 15,Masahiro Setagawa,character.php?id=82371,
591,January 15,Miu Takanashi,character.php?id=36822,
592,January 15,Heikichi Nakao,character.php?id=12606,
593,January 15,Reiri Hida,character.php?id=77663,
594,January 15,Shiki Mihara,character.php?id=40989,
595,January 15,Midori Kawasaki,character.php?id=85312,
596,January 15,Yuki Komatsu,character.php?id=89190,
597,January 15,Kagura Mutsuki,character.php?id=83592,
598,January 15,Kouhei Tanaka,character.php?id=26883,
599,January 15,Youhei Tanaka,character.php?id=26884,
600,January 15,Krista Lenz,character.php?id=61466,
601,January 15,Maeda Toshiie,character.php?id=90674,
602,January 15,Mio Akiyama (child),character.php?id=45959,
603,January 15,Kazuto Kotetsu,character.php?id=85461,
604,January 15,Mimori Sawaki,character.php?id=6029,
605,January 15,Tomoe Yasumaru,character.php?id=15970,
606,January 15,Akane Misasagi,character.php?id=12028,
607,January 15,'Ken''ichirou Asahi',character.php?id=57204,
608,January 15,Garnet til Alexandros XVII,character.php?id=37530,
609,January 15,Kamui,character.php?id=91945,
610,January 15,Ray,character.php?id=92935,
611,January 15,Ayunda Risu,character.php?id=101838,
612,January 15,Ririmu Makaino,character.php?id=101885,
613,January 16,Revchi,character.php?id=89600,
614,January 16,Shinya Koguma,character.php?id=53981,
615,January 16,Junpei Iori,character.php?id=19651,
616,January 16,Kaede Saitou,character.php?id=56682,
617,January 16,Kaname Sonou,character.php?id=82154,
618,January 16,Felix Argyle,character.php?id=77876,
619,January 16,Miria Marigold Mackenzie,character.php?id=37660,
620,January 16,Satori Miwa,character.php?id=62006,
621,January 16,Eriko Tamura,character.php?id=56564,
622,January 16,Chirin,character.php?id=77514,
623,January 16,Takashi Ayanokoji,character.php?id=32360,
624,January 16,Amanogawa Saya,character.php?id=88812,
625,January 16,Mayumi Togashi,character.php?id=47367,
626,January 16,Hajime Yaguchi,character.php?id=12162,
627,January 16,Touya Kurosaki,character.php?id=12191,
628,January 16,Yuika Mitsumine,character.php?id=91864,
629,January 16,Sofia Kugel Westlinn,character.php?id=95114,
630,January 16,Kyoutoku Jirou,character.php?id=91043,
631,January 16,Anko Ootori,character.php?id=97991,
632,January 17,Setsuna Sakurazaki,character.php?id=13474,
633,January 17,Masaki Kahara,character.php?id=22883,
634,January 17,Suzuri Akemine,character.php?id=75121,
635,January 17,Kazuo Tengan,character.php?id=77933,
636,January 17,Hanayo Koizumi,character.php?id=56653,
637,January 17,Momiji Mochizuki,character.php?id=81983,
638,January 17,Akira Seo,character.php?id=46265,
639,January 17,Kozue Izumi,character.php?id=19063,
640,January 17,Seiji Ogata,character.php?id=79756,
641,January 17,Capone Bege,character.php?id=47898,
642,January 17,Gamlin Kizaki,character.php?id=51550,
643,January 17,Kay,character.php?id=47402,
644,January 17,Kou,character.php?id=81926,
645,January 17,Saji Genpou / Shishi Ouin,character.php?id=16290,
646,January 17,Rinna Sawaki,character.php?id=1205,
647,January 17,Mitsuru Sanke,character.php?id=60134,
648,January 17,Riki Naoe,character.php?id=14251,
649,January 17,Nazuna,character.php?id=67251,
650,January 17,Nina Stratoski,character.php?id=17789,
651,January 17,Senbei Norimaki,character.php?id=51009,
652,January 17,Flora,character.php?id=37634,
653,January 17,Richelieu,character.php?id=82871,
654,January 17,Amaru Ryudo,character.php?id=33571,
655,January 17,Tsuzuku Ryudo,character.php?id=33569,
656,January 17,Hajime Ryudo,character.php?id=33568,
657,January 17,Lacie Baskerville,character.php?id=57938,
658,January 17,Shiori Takanashi,character.php?id=84666,
659,January 17,Virgilio Louis,character.php?id=82163,
660,January 17,Danuki Inugamigyoubu,character.php?id=42897,
661,January 17,Daina Kurogami,character.php?id=77075,
662,January 17,Lidelle,character.php?id=79846,
663,January 17,Chitose Odu,character.php?id=3511,
664,January 17,Shiina Kashiwaba,character.php?id=93195,
665,January 17,Yuki Shiozaki,character.php?id=97951,
666,January 17,Shizuki Ichijou,character.php?id=98069,
667,January 17,Mizuki Ichijou,character.php?id=98070,
668,January 17,Richelieu,character.php?id=93161,
669,January 18,Kouko Ibuki,character.php?id=53,
670,January 18,Shiho Kitazawa,character.php?id=75373,
671,January 18,Rouga Aragami,character.php?id=66663,
672,January 18,Erenfried,character.php?id=10420,
673,January 18,Asuha Kusunoki,character.php?id=79650,
674,January 18,Koremitsu Keikain,character.php?id=42895,
675,January 18,Hisato Sasamori,character.php?id=74154,
676,January 18,Splash ,character.php?id=49559,
677,January 18,Splatter ,character.php?id=49560,
678,January 18,Senna Touno,character.php?id=17176,
679,January 18,Airi Ban,character.php?id=51848,
680,January 18,Hannes,character.php?id=61093,
681,January 18,Prussia,character.php?id=23221,
682,January 18,Mana Mizuki,character.php?id=28866,
683,January 18,My Melody,character.php?id=30590,
684,January 18,I-400,character.php?id=84489,
685,January 18,Hinata Mikan,character.php?id=58699,
686,January 18,Misora Mutsuki,character.php?id=3063,
687,January 18,Miku Hagane,character.php?id=55480,
688,January 18,Jun Satou,character.php?id=21350,
689,January 18,Konatsu Nagakura,character.php?id=98935,
690,January 18,Dabi,character.php?id=82800,
691,January 19,Shin Kanzato,character.php?id=8674,
692,January 19,Will A. Zeppeli,character.php?id=73373,
693,January 19,Kanji Tatsumi,character.php?id=19660,
694,January 19,Edgar Allan Poe,character.php?id=79179,
695,January 19,Chizuru Ooshima,character.php?id=51881,
696,January 19,Gaara,character.php?id=11043,
697,January 19,Katsuragi,character.php?id=82860,
698,January 19,Chihiro Komiya,character.php?id=76282,
699,January 19,Coyote Starrk,character.php?id=18098,
700,January 19,Tamao Konno,character.php?id=41136,
701,January 19,Jack Vessalius,character.php?id=44392,
702,January 19,Spandine,character.php?id=12444,
703,January 19,Urara Tachibana,character.php?id=44834,
704,January 19,Airi Hayashida,character.php?id=64956,
705,January 19,Aoi Matsubara,character.php?id=16856,
706,January 19,Aki Muroto,character.php?id=62943,
707,January 19,Mary Cochran,character.php?id=80850,
708,January 19,Lilynette Gingerback,character.php?id=19886,
709,January 19,Gagoze,character.php?id=26340,
710,January 19,Ran Hodaka,character.php?id=27157,
711,January 19,Gaara,character.php?id=84762,
712,January 19,Lydia Carlton,character.php?id=14726,
713,January 19,Yoshino Harusawa,character.php?id=39232,
714,January 19,Sumire Yusura,character.php?id=5029,
715,January 19,Chiyoko Hinohara,character.php?id=98196,
716,January 19,Kazane Hitohira,character.php?id=98372,
717,January 20,Ayano Sugiura,character.php?id=26358,
718,January 20,Maeka Kudanshita,character.php?id=40833,
719,January 20,Kousuke Narumi,character.php?id=20957,
720,January 20,Mae Etona,character.php?id=20956,
721,January 20,Yuu Ayasaki,character.php?id=74459,
722,January 20,Izuho Makinosono,character.php?id=30004,
723,January 20,Shiho Arisawa,character.php?id=41000,
724,January 20,Minamo Ibuki,character.php?id=24690,
725,January 20,Ayano Sato,character.php?id=12998,
726,January 20,Dian,character.php?id=37658,
727,January 20,Kouta Nakatsuta,character.php?id=36852,
728,January 20,Byakuren,character.php?id=84305,
729,January 20,Moritz Zabel Frantz,character.php?id=4205,
730,January 20,Mimari Matsumoto,character.php?id=84689,
731,January 20,Ena Tsubakiyama,character.php?id=30283,
732,January 20,Imoko Ono,character.php?id=67294,
733,January 20,Ciel,character.php?id=79743,
734,January 20,Ciel (Demonio),character.php?id=82824,
735,January 20,Ciel (Dreadlord),character.php?id=82820,
736,January 20,Ciel (Royal Guard),character.php?id=82821,
737,January 20,Hiyori Tono,character.php?id=91058,
738,January 20,Mitsu Kandori,character.php?id=18584,
739,January 20,Misato Jinguu,character.php?id=99140,
740,January 20,Jecht,character.php?id=26418,
741,January 21,Fluorite Alvega,character.php?id=54735,
742,January 21,Susumu Miyanomori,character.php?id=57483,
743,January 21,Tamaki Konomiya,character.php?id=884,
744,January 21,Takane Shijou,character.php?id=33802,
745,January 21,Mutsuki Uehara,character.php?id=12505,
746,January 21,Gareth,character.php?id=76012,
747,January 21,Beniyuki Toumi,character.php?id=76422,
748,January 21,Kogorou Akechi,character.php?id=8240,
749,January 21,Ian Vashti,character.php?id=64934,
750,January 21,Haine Otomiya,character.php?id=44639,
751,January 21,Geese Howard,character.php?id=29277,
752,January 21,Meguri Shiromeguri,character.php?id=66873,
753,January 21,Shinpei Takemitsu,character.php?id=59894,
754,January 21,Shito Tachibana,character.php?id=12845,
755,January 21,Miyako Toudaiji,character.php?id=60137,
756,January 21,Urumiya / Hagasu,character.php?id=47058,
757,January 21,Kumiko Matsuyama,character.php?id=81298,
758,January 21,Sakura Igawa,character.php?id=16078,
759,January 21,Asmodian Igawa Sakura,character.php?id=88525,
760,January 21,Hina Takao,character.php?id=70064,
761,January 21,Orie Chikuhou,character.php?id=15959,
762,January 21,Kirinji Tachibana,character.php?id=22657,
763,January 21,Sawako Iwai,character.php?id=93361,
764,January 21,Maiko Kunieda,character.php?id=94635,
765,January 22,Orion,character.php?id=78542,
766,January 22,Minami Katayama,character.php?id=64957,
767,January 22,Claudio Neero,character.php?id=33504,
768,January 22,Lilie Shirogane,character.php?id=77709,
769,January 22,Houshou Takigawa,character.php?id=32431,
770,January 22,Tokiharu Hanabusa,character.php?id=84152,
771,January 22,Malcolm C. Lvellie,character.php?id=36344,
772,January 22,Mii-chan,character.php?id=63531,
773,January 22,Merry,character.php?id=47724,
774,January 22,Tiana Havel Netherlands,character.php?id=88608,
775,January 22,Yumina Takanashi,character.php?id=6431,
776,January 22,Sora Kitagawa,character.php?id=32594,
777,January 22,Yuuhi,character.php?id=14391,
778,January 22,Yumina Takanashi,character.php?id=99086,
779,January 22,Uruha Rushia,character.php?id=100651,
780,January 23,'Satsuki Clarissa Maezono ''Clair''',character.php?id=119,
781,January 23,Satsuki Kouda,character.php?id=1144,
782,January 23,Kazuhiko Yukimi,character.php?id=24408,
783,January 23,Youko Kasai,character.php?id=71659,
784,January 23,Hibiki Renjou,character.php?id=71663,
785,January 23,Hyouga,character.php?id=10434,
786,January 23,Gonta Gokuhara,character.php?id=79474,
787,January 23,Camus,character.php?id=61017,
788,January 23,Kikyou Kushida,character.php?id=82418,
789,January 23,Hifumi Takimoto,character.php?id=77454,
790,January 23,Alice Nakiri,character.php?id=74639,
791,January 23,Alan Crawford,character.php?id=83783,
792,January 23,Leo Crawford,character.php?id=83784,
793,January 23,Mikoto Asuka,character.php?id=71223,
794,January 23,Shino Aburame,character.php?id=10909,
795,January 23,Sakuno Uryuu,character.php?id=32106,
796,January 23,Calm Craftman,character.php?id=68232,
797,January 23,Takeshi Shiroyama,character.php?id=52469,
798,January 23,Sebastiano Vieira,character.php?id=24421,
799,January 23,Ruka Tsuchiya,character.php?id=24708,
800,January 23,Nobuo Terashima,character.php?id=22298,
801,January 23,Tooru Nayuki,character.php?id=73433,
802,January 23,Kouichi Hayase,character.php?id=66054,
803,January 23,Nami Hito,character.php?id=7927,
804,January 23,Akane Fujisaki,character.php?id=59891,
805,January 23,Senri Misono,character.php?id=46255,
806,January 23,Miharu Sena Kanaka,character.php?id=13339,
807,January 23,Walker Yumasaki,character.php?id=28774,
808,January 23,Yuina Wakura,character.php?id=25276,
809,January 23,Bonne Jenet,character.php?id=29347,
810,January 23,The Skull,character.php?id=79165,
811,January 23,Shino Aburame,character.php?id=82439,
812,January 23,Midgard,character.php?id=62152,
813,January 23,Sakuno Uryuu,character.php?id=16129,
814,January 23,Miko Sawatari,character.php?id=15949,
815,January 23,Rosette Christopher,character.php?id=12423,
816,January 23,Runa Tomose,character.php?id=98056,
817,January 24,Kureo Mado,character.php?id=68223,
818,January 24,Kuonji Kazuha,character.php?id=78052,
819,January 24,Natsumi Koshigaya,character.php?id=64051,
820,January 24,Tetsuro Ishigaki,character.php?id=36817,
821,January 24,Yukari Kamishiro,character.php?id=74,
822,January 24,Queen,character.php?id=55094,
823,January 24,Nibi,character.php?id=84049,
824,January 24,Nobisuke Nobi,character.php?id=36294,
825,January 24,Ayano Elizabeth Hakuhouin,character.php?id=65612,
826,January 24,Hatsukaze,character.php?id=70996,
827,January 24,Francoise Arnoul,character.php?id=49952,
828,January 24,Kyouichi Horaiji,character.php?id=10687,
829,January 24,Motoharu Masaki,character.php?id=41089,
830,January 24,Nagisa Motomiya,character.php?id=43677,
831,January 24,Mai Momoi,character.php?id=8728,
832,January 24,Ai Momoi,character.php?id=8721,
833,January 24,Inoichi Yamanaka,character.php?id=48007,
834,January 24,Miyako Utsuki,character.php?id=23640,
835,January 24,Ririka Shijouin,character.php?id=97703,
836,January 24,Elu,character.php?id=101864,
837,January 25,Kiryuu Takayuki,character.php?id=32745,
838,January 25,Cui Yifei,character.php?id=66734,
839,January 25,Holon,character.php?id=11107,
840,January 25,Mayuri Azumi,character.php?id=73960,
841,January 25,Mizuha Kisaragi,character.php?id=76977,
842,January 25,Mikado Sekimura,character.php?id=77149,
843,January 25,Dr. Isaac Gilmore,character.php?id=49958,
844,January 25,Mamiko Oumae,character.php?id=72390,
845,January 25,Minoru Kokubunji,character.php?id=8773,
846,January 25,Nariyuki Koshimizu,character.php?id=69791,
847,January 25,Matsuri Sakuragi,character.php?id=9737,
848,January 25,Hikaru Sakuraba,character.php?id=74227,
849,January 25,Joey Wheeler,character.php?id=13879,
850,January 25,Giolla,character.php?id=49116,
851,January 25,Natsuki Someya,character.php?id=77422,
852,January 25,Akito Takagi,character.php?id=22717,
853,January 25,Minato Namikaze,character.php?id=13869,
854,January 25,Rui Habashira,character.php?id=59229,
855,January 25,Seishirou Hiiragi,character.php?id=73312,
856,January 25,Juan Diaz,character.php?id=81215,
857,January 25,Primula,character.php?id=6548,
858,January 25,Shingo Midou,character.php?id=44882,
859,January 25,Akeno Yukimura,character.php?id=51417,
860,January 25,Fuyumi Katsuragi,character.php?id=43585,
861,January 25,Takamura Shiki,character.php?id=90895,
862,January 25,Kyousuke Tamamo,character.php?id=39154,
863,January 25,Holmes Jr.,character.php?id=57200,
864,January 25,Kinjiro Sakamachi,character.php?id=23281,
865,January 25,Kurushima Rei,character.php?id=93020,
866,January 26,Yumoto Hakone,character.php?id=70391,
867,January 26,Homura Ootomo,character.php?id=33447,
868,January 26,Kuro Kiryu,character.php?id=81994,
